grade,faculty,department,price,purpose1,purpose2,purpose3,freaquency,gender,class label
นักศึกษาชั้นปีที่ 2,คณะบริหารธุรกิจ,บริหารธุรกิจ,"25,001 - 30,000 บาท",การศึกษา,เล่นเกม,ตัดต่อวิดิโอ,ทุกวัน,ชาย,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 1,คณะบริหารธุรกิจ,บริหารธุรกิจ,"10,001 - 15,000 บาท",การศึกษา,เล่นเกม,วาดรูป,3-5วัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 1,คณะศิลปศาสตร์,มนุษยศาสตร์และสังคมศาสตร์,"10,001 - 15,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),"เขียนเเบบ , ออกแบบแผนผังต่าง ๆ",1-2วัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 1,คณะอุตสาหกรรมอาหาร,วิศวกรรมแปรรูปอาหาร,"10,001 - 15,000 บาท",การศึกษา,วาดรูป,เล่นเกม,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 1,คณะศิลปศาสตร์,มนุษยศาสตร์และสังคมศาสตร์,"20,001 - 25,000 บาท",การศึกษา,เล่นเกม,วาดรูป,ไม่พกพาเลย,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 1,คณะอุตสาหกรรมอาหาร,วิศวกรรมแปรรูปอาหาร,"10,001 - 15,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,1-2วัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 2,คณะบริหารธุรกิจ,บริหารธุรกิจ,"15,001 - 20,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ตัดต่อวิดิโอ,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 2,คณะบริหารธุรกิจ,บริหารธุรกิจ,"15,001 - 20,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,1-2วัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 2,คณะบริหารธุรกิจ,บริหารธุรกิจ,"15,001 - 20,000 บาท",การศึกษา,การศึกษา,การศึกษา,ไม่พกพาเลย,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 2,คณะอุตสาหกรรมอาหาร,วิทยาศาสตร์และเทคโนโลยีการอาหาร,"15,001 - 20,000 บาท",การศึกษา,เล่นเกม,ตัดต่อวิดิโอ,3-5วัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 2,คณะวิทยาศาสตร์,ฟิสิกส์,"10,001 - 15,000 บาท",การศึกษา,วาดรูป,ตัดต่อวิดิโอ,3-5วัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 2,คณะวิทยาศาสตร์,ชีววิทยา,"10,001 - 15,000 บาท",การศึกษา,เล่นเกม,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 2,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,"มากกว่า 30,000 บาท",เล่นเกม,การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ทุกวัน,ชาย,Laptop (Notebook)
นักศึกษาชั้นปีที่ 2,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,"10,001 - 15,000 บาท",เล่นเกม,การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ทุกวัน,ชาย,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 2,คณะบริหารธุรกิจ,บริหารธุรกิจ,"20,001 - 25,000 บาท",การศึกษา,เล่นเกม,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ไม่พกพาเลย,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 4,คณะเทคโนโลยีการเกษตร,เทคนิคเกษตร,"15,001 - 20,000 บาท",สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),การศึกษา,เล่นเกม,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 4,คณะเทคโนโลยีการเกษตร,เทคนิคเกษตร,"15,001 - 20,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),"เขียนเเบบ , ออกแบบแผนผังต่าง ๆ",3-5วัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 3,คณะบริหารธุรกิจ,บริหารธุรกิจ,"10,001 - 15,000 บาท",การศึกษา,เล่นเกม,ตัดต่อวิดิโอ,ทุกวัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 3,คณะวิทยาศาสตร์,ชีววิทยา,"15,001 - 20,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 3,คณะวิทยาศาสตร์,ชีววิทยา,"15,001 - 20,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ตัดต่อวิดิโอ,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 3,คณะอุตสาหกรรมอาหาร,วิทยาศาสตร์และเทคโนโลยีการอาหาร,"10,001 - 15,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 3,คณะอุตสาหกรรมอาหาร,วิทยาศาสตร์​และ​เทคโนโลยี​การอาหาร,"10,001 - 15,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,3-5วัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 3,วิทยาลัยนวัตกรรมการผลิตขั้นสูง,วิศวกรรมการผลิต,"มากกว่า 30,000 บาท",การศึกษา,เขียนโปรแกรม,"เขียนเเบบ , ออกแบบแผนผังต่าง ๆ",3-5วัน,ชาย,Laptop (Notebook)
นักศึกษาชั้นปีที่ 3,คณะอุตสาหกรรมอาหาร,วิทยาศาสตร์และเทคโนโลยีการอาหาร,"10,001 - 15,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 3,คณะอุตสาหกรรมอาหาร,วิทยาศาสตร์และเทคโนโลยีการอาหาร,"10,001 - 15,000 บาท",การศึกษา,เล่นเกม,วาดรูป,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 4,คณะบริหารธุรกิจ,บริหารธุรกิจอุตสาหกรรม,"มากกว่า 30,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ตัดต่อวิดิโอ,3-5วัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 4,คณะบริหารธุรกิจ,บริการธุรกิจ,"10,001 - 15,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ตัดต่อวิดิโอ,1-2วัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 4,คณะบริหารธุรกิจ,บริหารธุรกิจ,"25,001 - 30,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 4,คณะบริหารธุรกิจ,บริหารธุรกิจ,"น้อยกว่า 5,000 บาท",สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),การศึกษา,เล่นเกม,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 4,คณะบริหารธุรกิจ,บริหารธุรกิจอุตสาหกรรม,"25,001 - 30,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,ทุกวัน,LGBT+,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 4,คณะบริหารธุรกิจ,บริหารธุรกิจ,"มากกว่า 30,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),วาดรูป,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 4,คณะอุตสาหกรรมอาหาร,วิทยาศาสตร์และเทคโนโลยีการอาหาร,"15,001 - 20,000 บาท",การศึกษา,"เขียนเเบบ , ออกแบบแผนผังต่าง ๆ",วาดรูป,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 4,คณะอุตสาหกรรมอาหาร,วิทยาศาสตร์และเทคโนโลยีการอาหาร,"5,001 - 10,000 บาท","เขียนเเบบ , ออกแบบแผนผังต่าง ๆ",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 4,คณะอุตสาหกรรมอาหาร,วิทยาศาสตร์และเทคโนโลยีการอาหาร,"15,001 - 20,000 บาท",การศึกษา,เล่นเกม,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ทุกวัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 1,คณะวิทยาศาสตร์,ชีววิทยา,"15,001 - 20,000 บาท",เล่นเกม,การศึกษา,วาดรูป,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 1,คณะวิทยาศาสตร์,ชีววิทยา,"15,001 - 20,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),วาดรูป,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 1,คณะวิทยาศาสตร์,ชีววิทยา,"มากกว่า 30,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 1,คณะวิทยาศาสตร์,ชีววิทยา,"10,001 - 15,000 บาท",การศึกษา,เล่นเกม,วาดรูป,3-5วัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 1,คณะวิทยาศาสตร์,ชีววิทยา,"15,001 - 20,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,ทุกวัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 3,คณะวิทยาศาสตร์,ชีววิทยา,"10,001 - 15,000 บาท",การศึกษา,ตัดต่อวิดิโอ,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 4,คณะอุตสาหกรรมอาหาร,วิทยาศาสตร์และเทคโนโลยีการอาหาร,"25,001 - 30,000 บาท",การศึกษา,เล่นเกม,ตัดต่อวิดิโอ,ทุกวัน,ชาย,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 3,คณะอุตสาหกรรมอาหาร,เทคโนโลยีการหมักในอุตสาหกรรมอาหาร,"15,001 - 20,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,ทุกวัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 3,คณะอุตสาหกรรมอาหาร,เทคโนโลยีการหมักในอุตสาหกรรมอาหาร,"5,001 - 10,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,ทุกวัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 3,คณะวิทยาศาสตร์,ชีววิทยา,"20,001 - 25,000 บาท",การศึกษา,ตัดต่อวิดิโอ,"เขียนเเบบ , ออกแบบแผนผังต่าง ๆ",3-5วัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 3,คณะวิทยาศาสตร์,ชีววิทยา,"15,001 - 20,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,3-5วัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 4,คณะสถาปัตยกรรมศาสตร์,สถาปัตยกรรมภายใน,"25,001 - 30,000 บาท",วาดรูป,การศึกษา,เล่นเกม,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 1,คณะบริหารธุรกิจ,เศรษฐศาสตร์ธุรกิจและการจัดการ,"25,001 - 30,000 บาท",เล่นเกม,การศึกษา,วาดรูป,1-2วัน,ชาย,Laptop (Notebook)
นักศึกษาชั้นปีที่ 2,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,ครุศาสตร์วิศวกรรม,"5,001 - 10,000 บาท",การศึกษา,เขียนโปรแกรม,เล่นเกม,ทุกวัน,ชาย,Laptop (Notebook)
นักศึกษาชั้นปีที่ 2,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,ครุศาสตร์วิศวกรรม,"มากกว่า 30,000 บาท",เล่นเกม,เขียนโปรแกรม,การศึกษา,3-5วัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 1,คณะบริหารธุรกิจ,เศรษฐศาสตร์ธุรกิจและการจัดการ,"10,001 - 15,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,3-5วัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 1,คณะบริหารธุรกิจ,เศรษฐศาสตร์ธุรกิจและการจัดการ,"15,001 - 20,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 1,คณะบริหารธุรกิจ,เศรษฐศาสตร์ธุรกิจและการจัดการ,"15,001 - 20,000 บาท",การศึกษา,เล่นเกม,วาดรูป,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 1,คณะบริหารธุรกิจ,เศรษฐศาสตร์ธุรกิจและการจัดการ,"25,001 - 30,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,3-5วัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 3,คณะบริหารธุรกิจ,บริหารธุรกิจ,"20,001 - 25,000 บาท",เล่นเกม,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),การศึกษา,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 1,คณะบริหารธุรกิจ,เศรษฐศาสตร์ธุรกิจและการจัดการ,"25,001 - 30,000 บาท",สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),การศึกษา,"เขียนเเบบ , ออกแบบแผนผังต่าง ๆ",3-5วัน,ชาย,Laptop (Notebook)
นักศึกษาชั้นปีที่ 1,คณะบริหารธุรกิจ,เศรษฐศาสตร์ธุรกิจและการจัดการ,"20,001 - 25,000 บาท",การศึกษา,เล่นเกม,"เขียนเเบบ , ออกแบบแผนผังต่าง ๆ",3-5วัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 2,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,ครุศาสตร์วิศวกรรม,"25,001 - 30,000 บาท",เล่นเกม,เขียนโปรแกรม,"เขียนเเบบ , ออกแบบแผนผังต่าง ๆ",3-5วัน,ชาย,Laptop (Notebook)
นักศึกษาชั้นปีที่ 3,คณะบริหารธุรกิจ,บริหารธุรกิจ,"15,001 - 20,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ตัดต่อวิดิโอ,1-2วัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 1,คณะบริหารธุรกิจ,บริหารธุรกิจ,"10,001 - 15,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,3-5วัน,LGBT+,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 1,คณะบริหารธุรกิจ,บริหารธุรกิจ,"15,001 - 20,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),"เขียนเเบบ , ออกแบบแผนผังต่าง ๆ",3-5วัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 3,คณะบริหารธุรกิจ,บริหารธุรกิจ,"15,001 - 20,000 บาท",การศึกษา,การศึกษา,การศึกษา,ทุกวัน,ชาย,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 3,คณะบริหารธุรกิจ,บริหารธุรกิจ,"20,001 - 25,000 บาท",สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ตัดต่อวิดิโอ,การศึกษา,ทุกวัน,ชาย,Laptop (Notebook)
นักศึกษาชั้นปีที่ 3,คณะบริหารธุรกิจ,บริหารธุรกิจ,"25,001 - 30,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,3-5วัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 3,คณะบริหารธุรกิจ,บริหารธุรกิจ,"15,001 - 20,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 1,คณะบริหารธุรกิจ,บริหารธุรกิจ,"20,001 - 25,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ตัดต่อวิดิโอ,3-5วัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 1,คณะบริหารธุรกิจ,บริหารธุรกิจ,"15,001 - 20,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,ไม่พกพาเลย,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 1,คณะบริหารธุรกิจ,บริหารธุรกิจ,"15,001 - 20,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,1-2วัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 1,คณะบริหารธุรกิจ,บริหารธุรกิจ,"15,001 - 20,000 บาท",การศึกษา,เล่นเกม,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ทุกวัน,LGBT+,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 2,คณะอุตสาหกรรมอาหาร,วิศวกรรมแปรรูปอาหาร,"10,001 - 15,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เล่นเกม,1-2วัน,ชาย,Laptop (Notebook)
นักศึกษาชั้นปีที่ 3,คณะวิศวกรรมศาสตร์,วิศวกรรมเคมี,"10,001 - 15,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),เขียนโปรแกรม,3-5วัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 2,คณะอุตสาหกรรมอาหาร,เทคโนโลยีการหมักในอุตสาหกรรมอาหาร,"15,001 - 20,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),วาดรูป,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 2,คณะอุตสาหกรรมอาหาร,เทคโนโลยีการหมักในอุตสาหกรรมอาหาร,"10,001 - 15,000 บาท",การศึกษา,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ตัดต่อวิดิโอ,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 2,คณะอุตสาหกรรมอาหาร,เทคโนโลยีการหมักในอุตสาหกรรมอาหาร,"20,001 - 25,000 บาท",การศึกษา,"เขียนเเบบ , ออกแบบแผนผังต่าง ๆ",สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),ทุกวัน,หญิง,Laptop (Notebook)
นักศึกษาชั้นปีที่ 2,คณะอุตสาหกรรมอาหาร,เทคโนโลยีการหมักในอุตสาหกรรมอาหาร,"25,001 - 30,000 บาท",การศึกษา,เล่นเกม,สื่อบันเทิง (สตรีมมิ่งเพลงและวิดีโอต่าง ๆ),3-5วัน,LGBT+,"Tablet (Ipad , Galaxy Tabs)"
นักศึกษาชั้นปีที่ 3,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,"10,001 - 15,000 บาท",การศึกษา,วาดรูป,เล่นเกม,ทุกวัน,หญิง,"Tablet (Ipad , Galaxy Tabs)"
